critical_temp,material,alkali_metals,alkaline_earth_metals,transition_metals,posttransition_metals,lanthanoid_metals,metalloids,reactive_nonmetals,noble_gases,tc_quantile
4.4,Mg10Ir19B16,nan,Mg,Ir,nan,nan,B,nan,nan,low critical temp(< 12 K)
9.73,K1Os2O6,K,nan,Os,nan,nan,nan,O,nan,low critical temp(< 12 K)
126.0,Hg0.8Sb0.2Ba2Ca2Cu3O8,nan,Ca,Cu,Hg,nan,Sb,O,nan,very high critical temp(< 185 K)
127.0,Hg0.8Sb0.15Pb0.05Ba2Ca2Cu3O8,nan,Ca,Cu,Hg,nan,Sb,O,nan,very high critical temp(< 185 K)
129.0,Hg0.8Sb0.1Pb0.1Ba2Ca2Cu3O8,nan,Ca,Cu,Hg,nan,Sb,O,nan,very high critical temp(< 185 K)
133.0,Hg0.8Sb0.05Pb0.15Ba2Ca2Cu3O8,nan,Ca,Cu,Hg,nan,Sb,O,nan,very high critical temp(< 185 K)
130.0,Hg0.8Pb0.2Ba2Ca2Cu3O8,nan,Ca,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
2.8,Ba1Al0.95Si1.05,nan,Ba,nan,Al,nan,Si,nan,nan,very low critical temp(< 4 K)
2.5,Pd2Yb1Pb1,nan,nan,Pd,Pb,Yb,nan,nan,nan,very low critical temp(< 4 K)
2.9,La1Ni1C2,nan,nan,Ni,nan,La,nan,C,nan,very low critical temp(< 4 K)
1.85,Pr1Os4Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.84,Pr0.95La0.05Os4Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.8,Pr0.8La0.2Os4Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.67,Pr0.6La0.4Os4Sb12,nan,nan,Os,nan,Pr,Sb,nan,nan,very low critical temp(< 4 K)
1.07,Pr0.2La0.8Os4Sb12,nan,nan,Os,nan,La,Sb,nan,nan,very low critical temp(< 4 K)
0.74,La1Os4Sb12,nan,nan,Os,nan,La,Sb,nan,nan,very low critical temp(< 4 K)
15.7,C3Y2,nan,nan,Y,nan,nan,nan,C,nan,moderate critical temp(< 32 K)
0.6,Ce2Rh1In8,nan,nan,Rh,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
8.4,C60Ca5,nan,Ca,nan,nan,nan,nan,C,nan,low critical temp(< 12 K)
6.7,Ba4C60,nan,Ba,nan,nan,nan,nan,C,nan,low critical temp(< 12 K)
4.4,C60Sr4,nan,Sr,nan,nan,nan,nan,C,nan,low critical temp(< 12 K)
5.7,Hg1Pb1.8,nan,nan,nan,Pb,nan,nan,nan,nan,low critical temp(< 12 K)
5.8,Hg1Pb2,nan,nan,nan,Pb,nan,nan,nan,nan,low critical temp(< 12 K)
5.85,Hg1Pb2.1,nan,nan,nan,Pb,nan,nan,nan,nan,low critical temp(< 12 K)
6.0,Hg1Pb2.3,nan,nan,nan,Pb,nan,nan,nan,nan,low critical temp(< 12 K)
11.62,C6Ca1,nan,Ca,nan,nan,nan,nan,C,nan,low critical temp(< 12 K)
11.57,C6Ca1,nan,Ca,nan,nan,nan,nan,C,nan,low critical temp(< 12 K)
5.7,Hg1Sm0.5Pb2,nan,nan,nan,Pb,Sm,nan,nan,nan,low critical temp(< 12 K)
5.9,Hg1Sm1Pb2,nan,nan,nan,Pb,Sm,nan,nan,nan,low critical temp(< 12 K)
6.9,Hg1Sm0.5In0.5Pb2,nan,nan,nan,Pb,Sm,nan,nan,nan,low critical temp(< 12 K)
19.5,Y1,nan,nan,Y,nan,nan,nan,nan,nan,moderate critical temp(< 32 K)
25.0,Ca1,nan,Ca,nan,nan,nan,nan,nan,nan,moderate critical temp(< 32 K)
0.65,Ce2Rh1In8,nan,nan,Rh,In,Ce,nan,nan,nan,very low critical temp(< 4 K)
3.9,Ce0.15Ru0.85,nan,nan,Ru,nan,Ce,nan,nan,nan,very low critical temp(< 4 K)
3.9,Lu5Ir4Si10,nan,nan,Ir,nan,Lu,Si,nan,nan,very low critical temp(< 4 K)
6.0,Na0.33V2O5,Na,nan,V,nan,nan,nan,O,nan,low critical temp(< 12 K)
0.7,Ce1Co1Ge3,nan,nan,Co,nan,Ce,Ge,nan,nan,very low critical temp(< 4 K)
4.1,Lu5Ir4Si9.95Ge0.05,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
4.7,Lu5Ir4Si9.9Ge0.1,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
5.8,Lu5Ir4Si9.8Ge0.2,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
6.0,Lu5Ir4Si9.5Ge0.5,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
6.38,Lu5Ir4Si9Ge1,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
26.0,Hg1Ba2Cu1O4,nan,Ba,Cu,Hg,nan,nan,O,nan,moderate critical temp(< 32 K)
46.0,Hg1Ba2Cu1O4,nan,Ba,Cu,Hg,nan,nan,O,nan,high critical temp(< 74 K)
62.0,Hg1Ba2Cu1O4,nan,Ba,Cu,Hg,nan,nan,O,nan,high critical temp(< 74 K)
77.0,Hg1Ba2Cu1O4,nan,Ba,Cu,Hg,nan,nan,O,nan,very high critical temp(< 185 K)
1.159,Al1,nan,nan,nan,Al,nan,nan,nan,nan,very low critical temp(< 4 K)
1.061,Ga1,nan,nan,nan,Ga,nan,nan,nan,nan,very low critical temp(< 4 K)
0.541,Cd1,nan,nan,nan,Cd,nan,nan,nan,nan,very low critical temp(< 4 K)
3.3,Ba8Si40Ga6,nan,Ba,nan,Ga,nan,Si,nan,nan,very low critical temp(< 4 K)
0.84,Bi2Rh3Se2,nan,nan,Rh,Bi,nan,nan,Se,nan,very low critical temp(< 4 K)
2.3,Nb2Se3,nan,nan,Nb,nan,nan,nan,Se,nan,very low critical temp(< 4 K)
3.6,Ce0.147Ru0.853,nan,nan,Ru,nan,Ce,nan,nan,nan,very low critical temp(< 4 K)
57.1,Ca0.1La1.15Ba1.75Cu3O7.148,nan,Ba,Cu,nan,La,nan,O,nan,high critical temp(< 74 K)
6.6,Lu5Ir4Si8Ge2,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
5.1,Lu5Ir4Si6Ge4,nan,nan,Ir,nan,Lu,Si,nan,nan,low critical temp(< 12 K)
2.5,Lu5Ir4Ge10,nan,nan,Ir,nan,Lu,Ge,nan,nan,very low critical temp(< 4 K)
2.9,Ba8Si42Cu4,nan,Ba,Cu,nan,nan,Si,nan,nan,very low critical temp(< 4 K)
37.75,Mg0.95Cu0.05B2,nan,Mg,Cu,nan,nan,B,nan,nan,high critical temp(< 74 K)
8.4,Ba8Si46,nan,Ba,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
10.0,Ba8Ge46,nan,Ba,nan,nan,nan,Ge,nan,nan,low critical temp(< 12 K)
7.0,Ba8Ge42Co4,nan,Ba,Co,nan,nan,Ge,nan,nan,low critical temp(< 12 K)
3.9,Cu0.07Ti1Se2,nan,nan,Ti,nan,nan,nan,Se,nan,very low critical temp(< 4 K)
84.0,Tl2Ba2Cu1O6,nan,Ba,Cu,Tl,nan,nan,O,nan,very high critical temp(< 185 K)
76.0,Tl2Ba2Cu1O6,nan,Ba,Cu,Tl,nan,nan,O,nan,very high critical temp(< 185 K)
72.0,Tl2Ba2Cu1O6,nan,Ba,Cu,Tl,nan,nan,O,nan,high critical temp(< 74 K)
27.0,Tl2Ba2Cu1O6,nan,Ba,Cu,Tl,nan,nan,O,nan,moderate critical temp(< 32 K)
26.0,Tl2Ba2Cu1O6,nan,Ba,Cu,Tl,nan,nan,O,nan,moderate critical temp(< 32 K)
0.95,Cu0.045Ti1Se2,nan,nan,Ti,nan,nan,nan,Se,nan,very low critical temp(< 4 K)
1.4,Cu0.05Ti1Se2,nan,nan,Ti,nan,nan,nan,Se,nan,very low critical temp(< 4 K)
2.39,Cu0.06Ti1Se2,nan,nan,Ti,nan,nan,nan,Se,nan,very low critical temp(< 4 K)
4.15,Cu0.08Ti1Se2,nan,nan,Ti,nan,nan,nan,Se,nan,low critical temp(< 12 K)
2.68,Cu0.1Ti1Se2,nan,nan,Ti,nan,nan,nan,Se,nan,very low critical temp(< 4 K)
39.0,Ru1Sr2Gd1Cu2O8,nan,Sr,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
38.0,Ru0.98Ir0.02Sr2Gd1Cu2O8,nan,Sr,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
32.5,Ru0.95Ir0.05Sr2Gd1Cu2O8,nan,Sr,Cu,nan,Gd,nan,O,nan,high critical temp(< 74 K)
22.0,Ru0.9Ir0.1Sr2Gd1Cu2O8,nan,Sr,Cu,nan,Gd,nan,O,nan,moderate critical temp(< 32 K)
6.87,Li2Pd3B1,Li,nan,Pd,nan,nan,B,nan,nan,low critical temp(< 12 K)
3.2,Cd1C1Ni3,nan,nan,Ni,Cd,nan,nan,C,nan,very low critical temp(< 4 K)
2.8,Cd1C1Ni3,nan,nan,Ni,Cd,nan,nan,C,nan,very low critical temp(< 4 K)
0.77,La1Ir1Si3,nan,nan,Ir,nan,La,Si,nan,nan,very low critical temp(< 4 K)
1.59,Ce1Ir1Si3,nan,nan,Ir,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.62,Ce1Ir0.8Co0.2Si3,nan,nan,Ir,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
0.75,Ce1Ir0.65Co0.35Si3,nan,nan,Ir,nan,Ce,Si,nan,nan,very low critical temp(< 4 K)
5.02,Rb0.19W1O3.001,Rb,nan,W,nan,nan,nan,O,nan,low critical temp(< 12 K)
5.01,Rb0.23W1O3.05,Rb,nan,W,nan,nan,nan,O,nan,low critical temp(< 12 K)
3.0,Rb0.27W1O2.93,Rb,nan,W,nan,nan,nan,O,nan,very low critical temp(< 4 K)
3.74,La6Zn1Sb15,nan,nan,nan,Zn,La,Sb,nan,nan,very low critical temp(< 4 K)
2.0,Cu0.06Ti2Se2,nan,nan,Ti,nan,nan,nan,Se,nan,very low critical temp(< 4 K)
3.95,Cu0.08Ti2Se2,nan,nan,Ti,nan,nan,nan,Se,nan,very low critical temp(< 4 K)
2.95,Cu0.1Ti2Se2,nan,nan,Ti,nan,nan,nan,Se,nan,very low critical temp(< 4 K)
25.0,Ru1Sr2Gd1.5Ce0.5Cu2O10,nan,Sr,Cu,nan,Gd,nan,O,nan,moderate critical temp(< 32 K)
26.8,Ru0.9Nb0.1Sr2Gd1.5Ce0.5Cu2O10,nan,Sr,Cu,nan,Gd,nan,O,nan,moderate critical temp(< 32 K)
28.0,Ru0.8Nb0.2Sr2Gd1.5Ce0.5Cu2O10,nan,Sr,Cu,nan,Gd,nan,O,nan,moderate critical temp(< 32 K)
27.4,Ru0.7Nb0.3Sr2Gd1.5Ce0.5Cu2O10,nan,Sr,Cu,nan,Gd,nan,O,nan,moderate critical temp(< 32 K)
27.0,Ru0.6Nb0.4Sr2Gd1.5Ce0.5Cu2O10,nan,Sr,Cu,nan,Gd,nan,O,nan,moderate critical temp(< 32 K)
25.7,Ru0.5Nb0.5Sr2Gd1.5Ce0.5Cu2O10,nan,Sr,Cu,nan,Gd,nan,O,nan,moderate critical temp(< 32 K)
99.0,C0.3Ba2Ca4Cu5.7O12.8,nan,Ca,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
93.3,C0.3Ba2Ca4Cu5.7O12.965,nan,Ca,Cu,nan,nan,nan,O,nan,very high critical temp(< 185 K)
4.7,Na0.33Ta1S2,Na,nan,Ta,nan,nan,nan,S,nan,low critical temp(< 12 K)
3.8,K0.33Ta1S2,K,nan,Ta,nan,nan,nan,S,nan,very low critical temp(< 4 K)
3.0,Rb0.33Ta1S2,Rb,nan,Ta,nan,nan,nan,S,nan,very low critical temp(< 4 K)
3.8,Cs0.33Ta1S2,Cs,nan,Ta,nan,nan,nan,S,nan,very low critical temp(< 4 K)
1.3,Na0.5Nb1S2,Na,nan,Nb,nan,nan,nan,S,nan,very low critical temp(< 4 K)
1.7,K0.5Nb1S2,K,nan,Nb,nan,nan,nan,S,nan,very low critical temp(< 4 K)
1.8,Rb0.5Nb1S2,Rb,nan,Nb,nan,nan,nan,S,nan,very low critical temp(< 4 K)
2.8,Cs0.5Nb1S2,Cs,nan,Nb,nan,nan,nan,S,nan,very low critical temp(< 4 K)
3.9,H0.1Ta1S2,nan,nan,Ta,nan,nan,nan,S,nan,very low critical temp(< 4 K)
4.0,Ca0.6Mo1S2,nan,Ca,Mo,nan,nan,nan,S,nan,very low critical temp(< 4 K)
5.6,Sr0.8Mo1S2,nan,Sr,Mo,nan,nan,nan,S,nan,low critical temp(< 12 K)
2.8,Be30Zr70,nan,Be,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.6,Be35Zr65,nan,Be,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.1,Be40Zr60,nan,Be,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
7.31,Mo64Ru16P20,nan,nan,Mo,nan,nan,nan,P,nan,low critical temp(< 12 K)
6.18,Mo48Ru32P20,nan,nan,Mo,nan,nan,nan,P,nan,low critical temp(< 12 K)
4.68,Mo32Ru48P20,nan,nan,Ru,nan,nan,nan,P,nan,low critical temp(< 12 K)
3.43,Mo16Ru64P20,nan,nan,Ru,nan,nan,nan,P,nan,very low critical temp(< 4 K)
9.0,Mo80P10B10,nan,nan,Mo,nan,nan,B,P,nan,low critical temp(< 12 K)
8.71,Mo64Re16P10B10,nan,nan,Mo,nan,nan,B,P,nan,low critical temp(< 12 K)
4.43,Al0.2La0.8,nan,nan,nan,Al,La,nan,nan,nan,low critical temp(< 12 K)
4.3,Al0.22La0.78,nan,nan,nan,Al,La,nan,nan,nan,low critical temp(< 12 K)
3.98,Al0.25La0.75,nan,nan,nan,Al,La,nan,nan,nan,very low critical temp(< 4 K)
3.82,Al0.27La0.73,nan,nan,nan,Al,La,nan,nan,nan,very low critical temp(< 4 K)
3.23,Al0.32La0.68,nan,nan,nan,Al,La,nan,nan,nan,very low critical temp(< 4 K)
4.65,Al0.18La0.82,nan,nan,nan,Al,La,nan,nan,nan,low critical temp(< 12 K)
4.23,Au0.2La0.8,nan,nan,Au,nan,La,nan,nan,nan,low critical temp(< 12 K)
5.1,Ge0.2La0.8,nan,nan,nan,nan,La,Ge,nan,nan,low critical temp(< 12 K)
2.53,Pd0.3Zr0.7,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.71,Au0.2La0.8,nan,nan,Au,nan,La,nan,nan,nan,very low critical temp(< 4 K)
3.28,Au0.24La0.76,nan,nan,Au,nan,La,nan,nan,nan,very low critical temp(< 4 K)
1.1,Zr41.2Ti13.8Cu12.5Ni10Be22.5,nan,Be,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.9,Zr41.2Ti13.8Cu12.5Ni10Be22.5,nan,Be,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
4.46,Sn1,nan,nan,nan,Sn,nan,nan,nan,nan,low critical temp(< 12 K)
5.71,Cu20Sn80,nan,nan,Cu,Sn,nan,nan,nan,nan,low critical temp(< 12 K)
4.91,Cu30Sn70,nan,nan,Cu,Sn,nan,nan,nan,nan,low critical temp(< 12 K)
4.19,Cu40Sn60,nan,nan,Cu,Sn,nan,nan,nan,nan,low critical temp(< 12 K)
3.26,Cu50Sn50,nan,nan,Cu,Sn,nan,nan,nan,nan,very low critical temp(< 4 K)
2.26,Cu60Sn40,nan,nan,Cu,Sn,nan,nan,nan,nan,very low critical temp(< 4 K)
1.2,Cu70Sn30,nan,nan,Cu,Sn,nan,nan,nan,nan,very low critical temp(< 4 K)
5.7,B0.69Mg0.31,nan,Mg,nan,nan,nan,B,nan,nan,low critical temp(< 12 K)
4.6,Ti70Nb15Si15,nan,nan,Ti,nan,nan,Si,nan,nan,low critical temp(< 12 K)
4.9,Ti55Nb30Si15,nan,nan,Ti,nan,nan,Si,nan,nan,low critical temp(< 12 K)
4.8,Ti60Nb25Si15,nan,nan,Ti,nan,nan,Si,nan,nan,low critical temp(< 12 K)
5.0,Ti50Nb35Si15,nan,nan,Ti,nan,nan,Si,nan,nan,low critical temp(< 12 K)
5.1,Ti45Nb40Si15,nan,nan,Ti,nan,nan,Si,nan,nan,low critical temp(< 12 K)
5.0,Ti56Nb30Si14,nan,nan,Ti,nan,nan,Si,nan,nan,low critical temp(< 12 K)
4.8,Ti54Nb30Si16,nan,nan,Ti,nan,nan,Si,nan,nan,low critical temp(< 12 K)
4.7,Ti52Nb30Si18,nan,nan,Ti,nan,nan,Si,nan,nan,low critical temp(< 12 K)
3.934,Au22La78,nan,nan,Au,nan,La,nan,nan,nan,very low critical temp(< 4 K)
3.795,La75Au15Cu10,nan,nan,Au,nan,La,nan,nan,nan,very low critical temp(< 4 K)
7.62,Mo30Re70,nan,nan,Re,nan,nan,nan,nan,nan,low critical temp(< 12 K)
3.342,Ge1Nb3,nan,nan,Nb,nan,nan,Ge,nan,nan,very low critical temp(< 4 K)
1.6,Cu40Zr60,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
1.14,Cu40Zr60,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.78,Cu40Zr60,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.74,Cu50Zr50,nan,nan,Cu,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.54,Cu50Zr50,nan,nan,Cu,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.35,Cu50Zr50,nan,nan,Cu,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
5.0,Ti55Nb30Si12B3,nan,nan,Ti,nan,nan,Si,nan,nan,low critical temp(< 12 K)
5.4,Ti45Nb40Si12B3,nan,nan,Ti,nan,nan,Si,nan,nan,low critical temp(< 12 K)
5.13,Nb55Rh45,nan,nan,Nb,nan,nan,nan,nan,nan,low critical temp(< 12 K)
4.88,Ir45Nb55,nan,nan,Nb,nan,nan,nan,nan,nan,low critical temp(< 12 K)
3.37,Rh45Ta55,nan,nan,Ta,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.39,Ir45Ta55,nan,nan,Ta,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
4.615,Nb41.25Ta13.75Rh45,nan,nan,Rh,nan,nan,nan,nan,nan,low critical temp(< 12 K)
3.965,Nb27.5Ta27.5Rh45,nan,nan,Rh,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.56,Nb13.75Ta41.25Rh45,nan,nan,Rh,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
4.35,Nb41.25Ta13.75Ir45,nan,nan,Ir,nan,nan,nan,nan,nan,low critical temp(< 12 K)
3.935,Nb27.5Ta27.5Ir45,nan,nan,Ir,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.315,Nb13.75Ta41.25Ir45,nan,nan,Ir,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.18,Rh43Zr57,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.44,Rh41Zr59,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.86,Rh37Zr63,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.57,Rh27Zr73,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.67,Rh24Zr76,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.66,Rh23Zr77,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.72,Rh20Zr80,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.76,Ru28Zr72,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.11,Ru27Zr73,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.73,Ru22Zr78,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.78,Ru18Zr82,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.33,Ru18Zr82,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.57,Ru13Zr87,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.84,Ru11Zr89,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.9,Ru11Zr89,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.79,Ru8Zr92,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.69,Re30Zr70,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.32,Re16Zr84,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
4.12,Re10Zr90,nan,nan,Zr,nan,nan,nan,nan,nan,low critical temp(< 12 K)
3.0,Co1Zr2,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.77,Ni1Zr2,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.36,Pd1Zr2,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.35,Ni1Zr3,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.96,Pd1Zr3,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
4.3,Rh1Zr3,nan,nan,Zr,nan,nan,nan,nan,nan,low critical temp(< 12 K)
3.78,Co21Zr79,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.47,Co25Zr75,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.12,Co28Zr72,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.48,Co35Zr65,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.47,Ni22Zr78,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.29,Ni24Zr76,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.1,Ni27Zr73,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.32,Zr70.2Ti7.8Ni22,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.09,Zr62.4Ti15.6Ni22,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.78,Zr54.6Ti23.4Ni22,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.65,Zr74.1Ti3.9Ni22,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.56,Zr66.3Ti11.7Ni22,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.34,Zr62.4Ti15.6Ni22,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
1.92,Ni19.75Zr79Mn1.25,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
1.41,Ni19.5Zr78Mn2.5,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.11,Cu19.8Zr79.2Mn1,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
1.14,Cu19.6Zr78.4Mn2,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
1.98,Pd35Zr65,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.1,Pd34Zr66,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.24,Pd32Zr68,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.34,Pd31Zr69,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.49,Pd29Zr71,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.6,Pd27Zr73,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.84,Pd23Zr77,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.88,Pd22Zr78,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.91,Pd20Zr80,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.44,Ni31Zr69,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.58,Ni30Zr70,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.64,Ni29Zr71,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.94,Ni24Zr76,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.06,Ni21Zr79,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.17,Ni20Zr80,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.98,Ni18Zr82,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.0,Ni17Zr83,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.06,Ni16Zr84,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.67,Co35.38Zr64.62,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
3.18,Co25Zr75,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
0.5,Fe30Zr70,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
5.0,Si,nan,nan,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
6.8,Si,nan,nan,nan,nan,nan,Si,nan,nan,low critical temp(< 12 K)
3.77,Ni20Zr80,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.92,Ni29Zr71,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.6,Ni33Zr67,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.44,Ni36.5Zr63.5,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.31,Ni40Zr60,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
2.0,Ni45Zr55,nan,nan,Zr,nan,nan,nan,nan,nan,very low critical temp(< 4 K)
4.4,Nb82Si18,nan,nan,Nb,nan,nan,Si,nan,nan,low critical temp(< 12 K)
4.35,Nb81Si19,nan,nan,Nb,nan,nan,Si,nan,nan,low critical temp(< 12 K)
4.23,Nb80Si20,nan,nan,Nb,nan,nan,Si,nan,nan,low critical temp(< 12 K)
4.8,Nb70Mo10Si20,nan,nan,Nb,nan,nan,Si,nan,nan,low critical temp(< 12 K)
5.0,Nb60Mo20Si20,nan,nan,Nb,nan,nan,Si,nan,nan,low critical temp(< 12 K)
5.3,Nb55Mo25Si20,nan,nan,Nb,nan,nan,Si,nan,nan,low critical temp(< 12 K)
4.5,Nb80Si16C4,nan,nan,Nb,nan,nan,Si,C,nan,low critical temp(< 12 K)
4.7,Nb80Si16Ge4,nan,nan,Nb,nan,nan,Si,nan,nan,low critical temp(< 12 K)
4.7,Nb80Si16B4,nan,nan,Nb,nan,nan,Si,nan,nan,low critical temp(< 12 K)
8.0,Li2Pd3B1,Li,nan,Pd,nan,nan,B,nan,nan,low critical temp(< 12 K)
